X,Y,Z
47, 44, 129
47, 43, 130
47, 42, 130
47, 41, 131
47, 40, 132
46, 39, 132
46, 38, 133
46, 37, 133
46, 36, 133
45, 35, 134
45, 33, 134
44, 32, 134
44, 31, 134
43, 30, 134
43, 29, 134
42, 28, 134
42, 27, 133
41, 26, 133
41, 25, 133
40, 24, 132
39, 23, 132
39, 22, 132
38, 21, 131
37, 21, 130
37, 20, 130
36, 19, 129
35, 18, 129
35, 18, 128
34, 17, 127
33, 16, 127
33, 16, 126
32, 15, 125
31, 15, 124
31, 14, 123
30, 14, 122
30, 14, 122
29, 13, 121
28, 13, 120
28, 13, 119
27, 12, 118
27, 12, 117
26, 12, 116
25, 12, 115
25, 12, 115
24, 11, 114
24, 11, 113
23, 11, 112
23, 11, 111
22, 11, 110
22, 11, 109
22, 11, 108
21, 11, 107
21, 11, 107
20, 11, 106
20, 11, 105
20, 11, 104
19, 12, 103
19, 12, 102
19, 12, 101
19, 12, 101
18, 12, 100
18, 12, 99
18, 12, 98
18, 13, 97
17, 13, 97
17, 13, 96
17, 13, 95
17, 14, 94
17, 14, 94
17, 14, 93
17, 14, 92
16, 15, 91
16, 15, 91
16, 15, 90
16, 15, 89
16, 16, 89
16, 16, 88
16, 16, 87
16, 17, 87
16, 17, 86
16, 17, 85
16, 18, 85
16, 18, 84
16, 18, 84
17, 19, 83
17, 19, 83
17, 20, 82
17, 20, 81
17, 20, 81
17, 21, 80
17, 21, 80
17, 22, 80
18, 22, 79
18, 23, 79
18, 23, 78
18, 24, 78
18, 24, 77
19, 25, 77
19, 25, 77
19, 26, 76
19, 26, 76
20, 27, 76
20, 28, 76
20, 28, 75
21, 29, 75
21, 30, 75
21, 30, 75
22, 31, 75
22, 31, 75
22, 32, 75
23, 33, 74
23, 34, 74
23, 34, 74
24, 35, 74
24, 36, 75
25, 37, 75
25, 37, 75
26, 38, 75
26, 39, 75
27, 40, 75
27, 40, 76
28, 41, 76
28, 42, 76
29, 43, 77
29, 44, 77
30, 45, 78
30, 45, 78
31, 46, 79
32, 47, 79
32, 48, 80
33, 49, 81
33, 49, 81
34, 50, 82
35, 51, 83
35, 52, 84
36, 53, 85
37, 53, 86
37, 54, 87
38, 55, 88
39, 55, 89
39, 56, 90
40, 57, 92
41, 57, 93
41, 58, 94
42, 58, 96
43, 59, 97
43, 59, 99
44, 59, 100
44, 60, 102
45, 60, 103
46, 60, 105
46, 60, 106
47, 60, 108
47, 60, 110
48, 60, 111
48, 59, 113
49, 59, 115
49, 59, 116
49, 58, 118
50, 58, 120
50, 57, 121
50, 56, 123
51, 56, 124
51, 55, 126
51, 54, 127
51, 53, 129
51, 52, 130
51, 51, 131
51, 49, 133
51, 48, 134
51, 47, 135
51, 46, 136
51, 44, 137
50, 43, 137
50, 41, 138
50, 40, 139
49, 38, 139
49, 37, 140
48, 35, 140
48, 34, 140
47, 32, 140
47, 31, 140
46, 29, 140
45, 28, 140
45, 27, 140
44, 25, 140
43, 24, 139
43, 23, 139
42, 21, 139
41, 20, 138
40, 19, 137
39, 18, 137
38, 17, 136
38, 16, 135
37, 15, 134
36, 14, 134
35, 13, 133
34, 12, 132
33, 12, 131
32, 11, 130
32, 10, 129
31, 10, 128
30, 9, 127
29, 9, 126
28, 8, 125
28, 8, 124
27, 7, 123
26, 7, 122
25, 7, 120
25, 6, 119
24, 6, 118
23, 6, 117
23, 6, 116
22, 6, 115
21, 6, 114
21, 6, 113
20, 6, 112
19, 6, 111
19, 6, 110
18, 6, 109
18, 6, 108
17, 6, 107
17, 6, 106
17, 6, 105
16, 6, 104
16, 6, 103
15, 6, 102
15, 6, 101
15, 6, 100
14, 6, 99
14, 7, 98
14, 7, 97
13, 7, 96
13, 7, 95
13, 7, 94
13, 7, 93
12, 8, 93
12, 8, 92
12, 8, 91
12, 8, 90
12, 9, 89
12, 9, 88
12, 9, 88
11, 9, 87
11, 10, 86
11, 10, 85
11, 10, 84
11, 10, 84
11, 11, 83
11, 11, 82
11, 11, 81
11, 11, 81
11, 12, 80
11, 12, 79
11, 12, 79
11, 13, 78
11, 13, 77
11, 13, 77
11, 14, 76
12, 14, 75
12, 14, 75
12, 15, 74
12, 15, 73
12, 16, 73
12, 16, 72
12, 16, 72
12, 17, 71
13, 17, 71
13, 18, 70
13, 18, 70
13, 19, 69
13, 19, 69
14, 20, 68
14, 20, 68
14, 21, 67
14, 21, 67
15, 22, 67
15, 22, 66
15, 23, 66
16, 24, 66
16, 24, 65
16, 25, 65
17, 26, 65
17, 26, 65
17, 27, 64
18, 28, 64
18, 28, 64
18, 29, 64
19, 30, 64
19, 31, 64
20, 32, 63
20, 32, 63
21, 33, 63
21, 34, 63
22, 35, 64
22, 36, 64
23, 37, 64
23, 38, 64
24, 39, 64
24, 40, 64
25, 41, 65
26, 42, 65
26, 43, 65
27, 44, 66
28, 45, 66
28, 46, 67
29, 47, 68
30, 48, 68
30, 49, 69
31, 50, 70
32, 51, 70
33, 52, 71
33, 53, 72
34, 54, 73
35, 56, 74
36, 57, 76
37, 58, 77
37, 59, 78
38, 60, 79
39, 61, 81
40, 62, 82
41, 62, 84
42, 63, 86
42, 64, 87
43, 65, 89
44, 66, 91
45, 66, 93
46, 67, 95
47, 67, 97
47, 68, 99
48, 68, 101
49, 68, 103
50, 68, 106
50, 68, 108
51, 68, 110
52, 68, 113
52, 68, 115
53, 67, 117
54, 67, 120
54, 66, 122
55, 65, 124
55, 64, 126
55, 63, 129
56, 62, 131
56, 61, 133
56, 59, 135
56, 58, 137
56, 56, 138
56, 55, 140
56, 53, 142
56, 51, 143
56, 49, 145
56, 47, 146
55, 45, 147
55, 43, 148
54, 41, 149
54, 38, 149
53, 36, 150
53, 34, 150
52, 32, 150
51, 30, 150
50, 28, 150
49, 26, 150
48, 24, 150
47, 22, 149
46, 20, 149
45, 18, 148
44, 16, 148
43, 15, 147
42, 13, 146
41, 12, 145
40, 10, 144
39, 9, 143
38, 8, 142
36, 7, 141
35, 6, 139
34, 5, 138
33, 4, 137
32, 3, 136
31, 2, 134
30, 1, 133
28, 1, 132
27, 0, 130
26, 0, 129
25, -1, 128
24, -1, 126
23, -2, 125
22, -2, 124
21, -2, 122
20, -2, 121
20, -3, 120
19, -3, 118
18, -3, 117
17, -3, 116
16, -3, 115
15, -3, 113
15, -3, 112
14, -3, 111
13, -3, 110
13, -3, 108
12, -3, 107
12, -3, 106
11, -3, 105
10, -3, 104
10, -3, 103
9, -3, 102
9, -2, 101
9, -2, 100
8, -2, 98
8, -2, 97
7, -2, 96
7, -2, 95
7, -2, 94
6, -2, 93
6, -1, 92
6, -1, 91
5, -1, 90
5, -1, 89
5, -1, 89
5, -1, 88
4, -1, 87
4, -1, 86
4, -1, 85
4, 0, 84
4, 0, 83
4, 0, 82
3, 0, 81
3, 0, 81
3, 0, 80
3, 0, 79
3, 0, 78
3, 1, 77
3, 1, 76
3, 1, 76
3, 1, 75
3, 1, 74
2, 1, 73
2, 1, 73
2, 1, 72
2, 1, 71
2, 1, 70
2, 2, 70
2, 2, 69
2, 2, 68
2, 2, 67
2, 2, 67
2, 2, 66
2, 2, 65
2, 2, 65
2, 2, 64
2, 3, 63
2, 3, 63
2, 3, 62
2, 3, 61
2, 3, 61
2, 3, 60
2, 3, 59
2, 3, 59
2, 3, 58
2, 4, 58
2, 4, 57
3, 4, 56
3, 4, 56
3, 4, 55
3, 4, 55
3, 5, 54
3, 5, 54
3, 5, 53
3, 5, 53
3, 5, 52
3, 5, 51
3, 6, 51
3, 6, 50
3, 6, 50
4, 6, 49
4, 6, 49
4, 7, 48
4, 7, 48
4, 7, 47
4, 7, 47
4, 8, 47
4, 8, 46
4, 8, 46
5, 8, 45
5, 9, 45
5, 9, 44
5, 9, 44
5, 10, 44
5, 10, 43
6, 10, 43
6, 11, 42
6, 11, 42
6, 12, 42
6, 12, 41
7, 12, 41
7, 13, 41
7, 13, 40
7, 14, 40
8, 14, 40
8, 15, 39
8, 15, 39
8, 16, 39
9, 16, 38
9, 17, 38
9, 18, 38
10, 18, 38
10, 19, 38
10, 20, 37
11, 20, 37
11, 21, 37
11, 22, 37
12, 22, 37
12, 23, 37
13, 24, 36
13, 25, 36
14, 26, 36
14, 27, 36
15, 28, 36
15, 29, 36
16, 30, 36
16, 31, 37
17, 32, 37
17, 33, 37
18, 34, 37
19, 35, 37
19, 37, 38
20, 38, 38
21, 39, 38
21, 41, 39
22, 42, 39
23, 43, 40
24, 45, 40
25, 46, 41
25, 48, 42
26, 50, 42
27, 51, 43
28, 53, 44
29, 55, 45
30, 56, 46
31, 58, 48
32, 60, 49
33, 61, 50
34, 63, 52
35, 65, 53
37, 67, 55
38, 69, 57
39, 70, 59
40, 72, 61
41, 74, 63
43, 76, 66
44, 77, 68
45, 79, 71
47, 80, 74
48, 82, 77
49, 83, 80
51, 84, 83
52, 85, 86
53, 86, 90
54, 87, 93
56, 88, 97
57, 88, 101
58, 88, 105
59, 88, 109
61, 88, 113
62, 88, 117
63, 87, 121
64, 86, 125
64, 85, 129
65, 84, 133
66, 82, 137
67, 80, 141
67, 78, 145
68, 75, 149
68, 72, 152
68, 69, 155
68, 66, 159
68, 63, 161
68, 59, 164
67, 55, 166
67, 51, 168
66, 48, 170
66, 44, 171
65, 40, 172
64, 36, 173
63, 32, 173
61, 28, 174
60, 24, 173
59, 20, 173
57, 16, 172
56, 13, 172
54, 9, 170
52, 6, 169
50, 3, 168
49, 1, 166
47, -2, 165
45, -5, 163
43, -7, 161
41, -9, 159
39, -11, 157
37, -12, 155
35, -14, 153
33, -15, 151
31, -17, 149
29, -18, 147
28, -19, 145
26, -20, 143
24, -20, 141
22, -21, 139
21, -21, 137
19, -22, 135
17, -22, 133
16, -22, 131
14, -23, 130
13, -23, 128
11, -23, 126
10, -23, 125
9, -23, 123
8, -23, 122
6, -23, 120
5, -23, 119
4, -23, 117
3, -23, 116
2, -23, 115
1, -23, 114
0, -23, 112
-1, -23, 111
-2, -23, 110
-2, -23, 109
-3, -22, 108
-4, -22, 107
-5, -22, 106
-5, -22, 105
-6, -22, 104
-7, -22, 103
-7, -22, 102
-8, -22, 101
-8, -22, 100
-9, -22, 99
-9, -22, 98
-10, -22, 97
-10, -22, 97
-11, -22, 96
-11, -22, 95
-12, -22, 94
-12, -22, 93
-13, -23, 93
-13, -23, 92
-13, -23, 91
-14, -23, 91
-14, -23, 90
-14, -23, 89
-15, -24, 89
-15, -24, 88
-15, -24, 88
-16, -24, 87
-16, -25, 86
-16, -25, 86
-17, -25, 85
-17, -26, 85
-17, -26, 84
-18, -26, 84
-18, -27, 83
-18, -27, 83
-19, -27, 83
-19, -28, 82
-19, -28, 82
-20, -29, 82
-20, -29, 81
-21, -30, 81
-21, -30, 81
-21, -31, 80
-22, -31, 80
-22, -32, 80
-22, -32, 80
-23, -33, 80
-23, -33, 79
-24, -34, 79
-24, -34, 79
-24, -35, 79
-25, -36, 79
-25, -36, 79
-26, -37, 79
-26, -38, 79
-27, -38, 79
-27, -39, 80
-27, -40, 80
-28, -40, 80
-28, -41, 80
-29, -42, 80
-29, -42, 81
-30, -43, 81
-30, -44, 81
-31, -45, 82
-31, -45, 82
-32, -46, 83
-33, -47, 83
-33, -47, 84
-34, -48, 84
-34, -49, 85
-35, -49, 86
-35, -50, 87
-36, -51, 87
-37, -51, 88
-37, -52, 89
-38, -53, 90
-38, -53, 91
-39, -54, 92
-39, -54, 93
-40, -55, 94
-41, -55, 95
-41, -56, 96
-42, -56, 97
-42, -56, 99
-43, -57, 100
-43, -57, 101
-44, -57, 102
-44, -57, 104
-45, -57, 105
-45, -58, 106
-46, -58, 108
-46, -57, 109
-47, -57, 111
-47, -57, 112
-48, -57, 113
-48, -57, 115
-48, -56, 116
-49, -56, 118
-49, -55, 119
-49, -55, 120
-49, -54, 122
-50, -53, 123
-50, -53, 124
-50, -52, 125
-50, -51, 127
-50, -50, 128
-50, -49, 129
-50, -48, 130
-50, -47, 131
-50, -46, 132
-50, -45, 132
-49, -44, 133
-49, -42, 134
-49, -41, 134
-49, -40, 135
-48, -39, 135
-48, -37, 136
-47, -36, 136
-47, -35, 136
-47, -34, 136
-46, -32, 136
-45, -31, 136
-45, -30, 136
-44, -29, 136
-44, -28, 136
-43, -26, 136
-42, -25, 135
-42, -24, 135
-41, -23, 134
-40, -22, 134
-40, -21, 133
-39, -20, 133
-38, -19, 132
-37, -19, 131
-37, -18, 131
-36, -17, 130
-35, -16, 129
-35, -16, 128
-34, -15, 128
-33, -15, 127
-32, -14, 126
-32, -13, 125
-31, -13, 124
-30, -13, 123
-30, -12, 122
-29, -12, 121
-28, -12, 120
-28, -11, 119
-27, -11, 118
-26, -11, 117
-26, -11, 116
-25, -10, 115
-25, -10, 114
-24, -10, 113
-23, -10, 113
-23, -10, 112
-22, -10, 111
-22, -10, 110
-21, -10, 109
-21, -10, 108
-21, -10, 107
-20, -10, 106
-20, -10, 105
-19, -10, 104
-19, -10, 103
-19, -11, 102
-18, -11, 101
-18, -11, 100
-18, -11, 100
-18, -11, 99
-17, -11, 98
-17, -11, 97
-17, -12, 96
-17, -12, 95
-16, -12, 95
-16, -12, 94
-16, -13, 93
-16, -13, 92
-16, -13, 91
-16, -13, 91
-16, -13, 90
-16, -14, 89
-15, -14, 88
-15, -14, 88
-15, -15, 87
-15, -15, 86
-15, -15, 85
-15, -16, 85
-15, -16, 84
-15, -16, 83
-15, -17, 83
-15, -17, 82
-16, -17, 82
-16, -18, 81
-16, -18, 80
-16, -18, 80
-16, -19, 79
-16, -19, 79
-16, -20, 78
-16, -20, 78
-16, -21, 77
-17, -21, 77
-17, -21, 76
-17, -22, 76
-17, -22, 75
-17, -23, 75
-18, -23, 74
-18, -24, 74
-18, -25, 74
-18, -25, 73
-19, -26, 73
-19, -26, 73
-19, -27, 72
-19, -27, 72
-20, -28, 72
-20, -29, 71
-20, -29, 71
-21, -30, 71
-21, -31, 71
-21, -31, 71
-22, -32, 71
-22, -33, 71
-23, -34, 71
-23, -34, 71
-24, -35, 71
-24, -36, 71
-24, -37, 71
-25, -38, 71
-25, -38, 71
-26, -39, 71
-26, -40, 71
-27, -41, 72
-28, -42, 72
-28, -43, 72
-29, -44, 73
-29, -44, 73
-30, -45, 73
-30, -46, 74
-31, -47, 75
-32, -48, 75
-32, -49, 76
-33, -50, 77
-34, -51, 77
-34, -52, 78
-35, -53, 79
-36, -54, 80
-36, -54, 81
-37, -55, 82
-38, -56, 83
-39, -57, 84
-39, -58, 85
-40, -59, 87
-41, -59, 88
-41, -60, 89
-42, -61, 91
-43, -61, 92
-44, -62, 94
-44, -62, 95
-45, -63, 97
-46, -63, 99
-46, -63, 101
-47, -64, 102
-48, -64, 104
-48, -64, 106
-49, -64, 108
-50, -64, 110
-50, -64, 112
-51, -63, 113
-51, -63, 115
-52, -63, 117
-52, -62, 119
-52, -62, 121
-53, -61, 123
-53, -60, 125
-53, -59, 126
-54, -58, 128
-54, -57, 130
-54, -56, 131
-54, -55, 133
-54, -53, 134
-54, -52, 136
-54, -50, 137
-54, -49, 138
-54, -47, 139
-53, -46, 140
-53, -44, 141
-53, -42, 142
-52, -41, 142
-52, -39, 143
-51, -37, 143
-51, -36, 144
-50, -34, 144
-50, -32, 144
-49, -30, 144
-48, -29, 144
-47, -27, 144
-47, -26, 143
-46, -24, 143
-45, -23, 143
-44, -21, 142
-43, -20, 141
-42, -18, 141
-41, -17, 140
-40, -16, 139
-39, -15, 138
-38, -14, 138
-37, -13, 137
-37, -12, 136
-36, -11, 135
-35, -10, 133
-34, -9, 132
-33, -9, 131
-32, -8, 130
-31, -7, 129
-30, -7, 128
-29, -6, 127
-28, -6, 126
-27, -5, 124
-26, -5, 123
-26, -5, 122
-25, -4, 121
-24, -4, 120
-23, -4, 119
-22, -4, 117
-22, -4, 116
-21, -4, 115
-20, -4, 114
-20, -3, 113
-19, -3, 112
-18, -3, 111
-18, -3, 109
-17, -3, 108
-17, -3, 107
-16, -4, 106
-16, -4, 105
-15, -4, 104
-15, -4, 103
-14, -4, 102
-14, -4, 101
-14, -4, 100
-13, -4, 99
-13, -4, 98
-13, -5, 97
-12, -5, 96
-12, -5, 95
-12, -5, 94
-11, -5, 93
-11, -5, 92
-11, -6, 91
-11, -6, 90
-11, -6, 90
-10, -6, 89
-10, -6, 88
-10, -7, 87
-10, -7, 86
-10, -7, 85
-10, -7, 84
-10, -7, 84
-9, -8, 83
-9, -8, 82
-9, -8, 81
-9, -8, 80
-9, -8, 80
-9, -9, 79
-9, -9, 78
-9, -9, 77
-9, -9, 77
-9, -10, 76
-9, -10, 75
-9, -10, 74
-9, -11, 74
-9, -11, 73
-9, -11, 72
-9, -11, 72
-10, -12, 71
-10, -12, 70
-10, -12, 70
-10, -13, 69
-10, -13, 69
-10, -13, 68
-10, -14, 67
-10, -14, 67
-10, -14, 66
-11, -15, 66
-11, -15, 65
-11, -16, 65
-11, -16, 64
-11, -17, 64
-12, -17, 63
-12, -17, 63
-12, -18, 62
-12, -18, 62
-12, -19, 61
-13, -19, 61
-13, -20, 60
-13, -20, 60
-14, -21, 60
-14, -22, 59
-14, -22, 59
-14, -23, 59
-15, -23, 58
-15, -24, 58
-15, -25, 58
-16, -26, 57
-16, -26, 57
-17, -27, 57
-17, -28, 57
-17, -28, 57
-18, -29, 56
-18, -30, 56
-19, -31, 56
-19, -32, 56
-20, -33, 56
-20, -34, 56
-21, -35, 56
-21, -36, 56
-22, -36, 56
-22, -37, 57
-23, -39, 57
-24, -40, 57
-24, -41, 57
-25, -42, 58
-26, -43, 58
-26, -44, 58
-27, -45, 59
-28, -46, 60
-28, -48, 60
-29, -49, 61
-30, -50, 61
-31, -51, 62
-31, -52, 63
-32, -54, 64
-33, -55, 65
-34, -56, 66
-35, -58, 67
-36, -59, 68
-37, -60, 70
-38, -61, 71
-38, -63, 72
-39, -64, 74
-40, -65, 76
-41, -66, 77
-42, -67, 79
-43, -68, 81
-44, -69, 83
-45, -70, 85
-46, -71, 87
-47, -72, 90
-48, -73, 92
-49, -73, 94
-50, -74, 97
-51, -74, 99
-52, -75, 102
-53, -75, 104
-54, -75, 107
-54, -75, 110
-55, -75, 113
-56, -74, 115
-57, -74, 118
-57, -73, 121
-58, -72, 124
-59, -71, 126
-59, -70, 129
-59, -69, 132
-60, -67, 134
-60, -66, 137
-60, -64, 139
-60, -62, 141
-61, -60, 144
-61, -58, 146
-60, -56, 147
-60, -54, 149
-60, -51, 151
-60, -49, 152
-59, -46, 153
-59, -44, 154
-58, -41, 155
-57, -38, 156
-57, -36, 156
-56, -33, 157
-55, -31, 157
-54, -28, 157
-53, -26, 156
-52, -23, 156
-51, -21, 156
-50, -19, 155
-48, -16, 154
-47, -14, 153
-46, -12, 152
-45, -11, 151
-43, -9, 150
-42, -7, 149
-41, -6, 148
-39, -4, 146
-38, -3, 145
-36, -2, 144
-35, 0, 142
-34, 1, 141
-32, 1, 139
-31, 2, 138
-30, 3, 136
-29, 4, 135
-27, 4, 133
-26, 5, 131
-25, 5, 130
-24, 6, 128
-22, 6, 127
-21, 6, 125
-20, 7, 124
-19, 7, 123
-18, 7, 121
-17, 7, 120
-16, 7, 118
-15, 7, 117
-14, 8, 116
-14, 8, 114
-13, 8, 113
-12, 8, 112
-11, 8, 111
-10, 7, 109
-10, 7, 108
-9, 7, 107
-8, 7, 106
-8, 7, 105
-7, 7, 103
-7, 7, 102
-6, 7, 101
-6, 7, 100
-5, 7, 99
-5, 7, 98
-4, 7, 97
-4, 7, 96
-3, 6, 95
-3, 6, 94
-3, 6, 93
-2, 6, 92
-2, 6, 91
-2, 6, 90
-1, 6, 89
-1, 6, 88
-1, 6, 87
-1, 6, 86
0, 6, 85
0, 6, 84
0, 6, 83
0, 6, 83
1, 6, 82
1, 6, 81
1, 6, 80
1, 6, 79
1, 6, 78
2, 6, 78
2, 6, 77
2, 6, 76
2, 6, 75
2, 6, 74
2, 6, 74
3, 6, 73
3, 6, 72
3, 7, 71
3, 7, 71
3, 7, 70
3, 7, 69
3, 7, 69
4, 7, 68
4, 7, 67
4, 7, 67
4, 8, 66
4, 8, 65
4, 8, 65
4, 8, 64
5, 8, 63
5, 9, 63
5, 9, 62
5, 9, 61
5, 9, 61
5, 9, 60
5, 10, 60
6, 10, 59
6, 10, 59
6, 11, 58
6, 11, 57
6, 11, 57
7, 11, 56
7, 12, 56
7, 12, 55
7, 12, 55
7, 13, 54
8, 13, 54
8, 14, 54
8, 14, 53
8, 14, 53
8, 15, 52
9, 15, 52
9, 16, 51
9, 16, 51
10, 17, 51
10, 17, 50
10, 18, 50
10, 19, 50
11, 19, 49
11, 20, 49
11, 20, 49
12, 21, 48
12, 22, 48
12, 22, 48
13, 23, 48
13, 24, 48
14, 25, 47
14, 25, 47
15, 26, 47
15, 27, 47
15, 28, 47
16, 29, 47
16, 30, 47
17, 31, 47
18, 32, 47
18, 33, 47
19, 34, 47
19, 35, 47
20, 36, 47
20, 37, 48
21, 38, 48
22, 39, 48
22, 41, 49
23, 42, 49
24, 43, 49
25, 44, 50
25, 46, 51
26, 47, 51
27, 49, 52
28, 50, 53
29, 51, 53
30, 53, 54
31, 54, 55
31, 56, 56
32, 57, 58
33, 59, 59
34, 60, 60
35, 62, 62
36, 63, 63
37, 65, 65
39, 66, 67
40, 68, 68
41, 69, 70
42, 71, 72
43, 72, 75
44, 73, 77
45, 74, 79
46, 76, 82
47, 77, 84
49, 78, 87
50, 78, 90
51, 79, 93
52, 80, 96
53, 80, 99
54, 81, 102
55, 81, 105
56, 81, 109
57, 81, 112
58, 80, 116
59, 80, 119
60, 79, 122
60, 78, 126
61, 77, 129
62, 75, 132
62, 74, 136
63, 72, 139
63, 70, 142
63, 68, 145
64, 66, 148
64, 63, 150
64, 60, 153
64, 58, 155
63, 55, 157
63, 52, 159
63, 49, 160
62, 45, 162
61, 42, 163
61, 39, 164
60, 36, 164
59, 32, 165
58, 29, 165
57, 26, 165
55, 23, 164
54, 20, 164
53, 17, 163
51, 14, 163
50, 12, 162
49, 9, 161
47, 7, 159
45, 5, 158
44, 2, 157
42, 0, 155
41, -1, 154
39, -3, 152
37, -5, 150
36, -6, 149
34, -7, 147
32, -8, 145
31, -9, 143
29, -10, 141
28, -11, 140
26, -12, 138
25, -13, 136
23, -13, 134
22, -14, 133
20, -14, 131
19, -14, 129
18, -15, 128
16, -15, 126
15, -15, 125
14, -15, 123
13, -15, 122
12, -15, 120
11, -16, 119
10, -16, 117
9, -16, 116
8, -16, 115
7, -15, 113
6, -15, 112
5, -15, 111
4, -15, 109
4, -15, 108
3, -15, 107
2, -15, 106
1, -15, 105
1, -15, 104
0, -15, 103
0, -15, 101
-1, -15, 100
-1, -15, 99
-2, -15, 98
-2, -15, 97
-3, -15, 96
-3, -15, 95
-4, -15, 94
-4, -15, 93
-5, -15, 93
-5, -15, 92
-5, -15, 91
-6, -15, 90
-6, -15, 89
-6, -15, 88
-7, -15, 87
-7, -15, 86
-7, -15, 86
-8, -15, 85
-8, -15, 84
-8, -16, 83
-9, -16, 83
-9, -16, 82
-9, -16, 81
-9, -16, 80
-10, -16, 80
-10, -17, 79
-10, -17, 78
-10, -17, 78
-11, -17, 77
-11, -18, 76
-11, -18, 76
-12, -18, 75
-12, -19, 74
-12, -19, 74
-12, -19, 73
-13, -20, 73
-13, -20, 72
-13, -20, 72
-13, -21, 71
-14, -21, 71
-14, -22, 70
-14, -22, 70
-15, -23, 69
-15, -23, 69
-15, -24, 69
-16, -24, 68
-16, -25, 68
-16, -25, 67
-17, -26, 67
-17, -27, 67
-17, -27, 67
-18, -28, 66
-18, -28, 66
-19, -29, 66
-19, -30, 66
-19, -30, 65
-20, -31, 65
-20, -32, 65
-21, -33, 65
-21, -34, 65
-22, -34, 65
-22, -35, 65
-23, -36, 65
-23, -37, 65
-24, -38, 65
-24, -39, 66
-25, -40, 66
-25, -41, 66
-26, -41, 66
-27, -42, 67
-27, -43, 67
-28, -44, 67
-29, -45, 68
-29, -46, 68
-30, -47, 69
-31, -49, 70
-31, -50, 70
-32, -51, 71
-33, -52, 72
-33, -53, 73
-34, -54, 73
-35, -55, 74
-36, -56, 76
-37, -57, 77
-37, -58, 78
-38, -59, 79
-39, -60, 80
-40, -61, 82
-41, -62, 83
-41, -63, 85
-42, -63, 86
-43, -64, 88
-44, -65, 90
-45, -66, 91
-45, -66, 93
-46, -67, 95
-47, -67, 97
-48, -68, 99
-49, -68, 101
-49, -68, 103
-50, -68, 106
-51, -68, 108
-52, -68, 110
-52, -68, 112
-53, -68, 114
-53, -67, 117
-54, -67, 119
-54, -66, 121
-55, -65, 123
-55, -64, 125
-56, -63, 127
-56, -62, 130
-56, -61, 132
-56, -60, 133
-57, -58, 135
-57, -57, 137
-57, -55, 139
-57, -54, 140
-56, -52, 142
-56, -50, 143
-56, -48, 144
-56, -46, 145
-55, -44, 146
-55, -42, 147
-54, -40, 148
-54, -38, 148
-53, -36, 149
-53, -34, 149
-52, -32, 149
-51, -30, 149
-50, -28, 149
-49, -26, 149
-48, -24, 148
-47, -22, 148
-46, -20, 147
-45, -19, 147
-44, -17, 146
-43, -16, 145
-42, -14, 144
-41, -13, 143
-40, -11, 142
-39, -10, 141
-38, -9, 140
-37, -8, 139
-36, -7, 138
-34, -6, 137
-33, -5, 135
-32, -4, 134
-31, -4, 133
-30, -3, 131
-29, -3, 130
-28, -2, 129
-27, -2, 128
-26, -1, 126
-25, -1, 125
-24, 0, 124
-23, 0, 122
-22, 0, 121
-21, 0, 120
-21, 0, 119
-20, 1, 117
-19, 1, 116
-18, 1, 115
-17, 1, 114
-17, 1, 112
-16, 1, 111
-15, 1, 110
-15, 1, 109
-14, 1, 108
-14, 1, 106
-13, 1, 105
-12, 1, 104
-12, 1, 103
-11, 0, 102
-11, 0, 101
-11, 0, 100
-10, 0, 99
-10, 0, 98
-9, 0, 97
-9, 0, 96
-9, 0, 95
-8, -1, 94
-8, -1, 93
-8, -1, 92
-7, -1, 91
-7, -1, 90
-7, -1, 89
-7, -1, 88
-7, -2, 87
-6, -2, 86
-6, -2, 85
-6, -2, 84
-6, -2, 84
-6, -2, 83
-6, -2, 82
-5, -2, 81
-5, -3, 80
-5, -3, 79
-5, -3, 78
-5, -3, 78
-5, -3, 77
-5, -3, 76
-5, -3, 75
-5, -4, 75
-5, -4, 74
-5, -4, 73
-5, -4, 72
-5, -4, 71
-5, -4, 71
-5, -4, 70
-5, -5, 69
-5, -5, 69
-5, -5, 68
-5, -5, 67
-5, -5, 67
-5, -5, 66
-5, -6, 65
-5, -6, 65
-5, -6, 64
-5, -6, 63
-5, -6, 63
-5, -6, 62
-5, -7, 61
-5, -7, 61
-5, -7, 60
-5, -7, 59
-5, -7, 59
-5, -8, 58
-5, -8, 58
-6, -8, 57
-6, -8, 57
-6, -9, 56
-6, -9, 55
-6, -9, 55
-6, -9, 54
-6, -10, 54
-6, -10, 53
-6, -10, 53
-7, -11, 52
-7, -11, 52
-7, -11, 51
-7, -12, 51
-7, -12, 50
-7, -12, 50
-8, -13, 50
-8, -13, 49
-8, -13, 49
-8, -14, 48
-8, -14, 48
-9, -15, 47
-9, -15, 47
-9, -16, 47
-9, -16, 46
-10, -17, 46
-10, -17, 46
-10, -18, 45
-11, -18, 45
-11, -19, 45
-11, -19, 44
-11, -20, 44
-12, -21, 44
-12, -21, 44
-13, -22, 43
-13, -23, 43
-13, -23, 43
-14, -24, 43
-14, -25, 43
-15, -26, 43
-15, -27, 43
-15, -28, 42
-16, -28, 42
-16, -29, 42
-17, -30, 42
-17, -31, 42
-18, -32, 42
-19, -33, 43
-19, -35, 43
-20, -36, 43
-20, -37, 43
-21, -38, 43
-22, -39, 44
-22, -40, 44
-23, -42, 44
-24, -43, 45
-25, -44, 45
-25, -46, 46
